id,code,name,facility_type_name,facility_function_name,facility_level_name,facility_healthcare_level_name,is_active,is_private,division_name,district_name,city_corporation_name,upazila_name,division_code,district_code,city_corporation_code,upazila_code,latitude,longitude,has_valid_coordinate,catchment_count,is_principal_tier,is_clinical_tier,approved_bed_number,has_emergency,has_opd,has_ipd,has_pharmacy,has_pathology,has_ambulance
116,10000120,Nagarkanda Upazila Health Complex,Upazila Health Complex,Public Health,Upazila,Primary,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Nagarkanda,30,29,00,62,23.4537695,89.9066313999999,1,1,0,0,50,1,1,1,1,1,1
117,10000121,Rahutpara(gatti) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Saltha,30,29,00,90,,,0,1,0,1,0,0,0,0,0,0,0
118,10000122,Ramkantapur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Saltha,30,29,00,90,,,0,1,0,1,0,0,0,0,0,0,0
119,10000123,Talma Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Nagarkanda,30,29,00,62,,,0,1,0,1,0,0,0,0,0,0,0
120,10000124,Akoterchar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Sadarpur,30,29,00,84,,,0,1,0,1,0,0,0,0,0,0,0
121,10000125,Char Bishnapur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Sadarpur,30,29,00,84,,,0,1,0,1,0,0,0,0,0,0,0
122,10000126,Char Nawabed Uh&fwc,Union Health & Family Welfare Center (UH&FWC),Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Sadarpur,30,29,00,84,,,0,1,0,1,0,0,0,0,0,0,0
123,10000127,Hat Krishnapur Uh&fwc,Union Health & Family Welfare Center (UH&FWC),Outpatient Clinic,Union,,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Sadarpur,30,29,00,84,,,0,1,0,1,0,0,0,0,0,0,0
124,10000128,Sadarpur Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Faridpur,Upazilas of Faridpur,Sadarpur,30,29,00,84,23.47147,90.028442,1,1,1,1,50,1,1,1,1,1,1
125,10000129,Shaheed Ahsan Ullah Master General Hospital,General Hospital (Non District Hospital),Hospital/Clinic,District,Secondary,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.89,90.4058333,1,1,1,1,250,1,1,1,1,1,1
126,10000130,Azampur Union Health Sub Center,Union Health Sub Center,Hospital/Clinic,"Other, not classified elsewhere",Primary,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.8675402,90.4013369,1,1,0,1,0,0,1,0,0,0,0
127,10000131,Datta Para Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.90959,90.40051,1,1,0,1,0,0,1,0,0,0,0
128,10000132,Kadda(bashan) Union Health Sub Center,Union Health Sub Center,Administration,Union,Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.99966,90.34346,1,1,0,1,0,0,1,0,0,0,0
129,10000133,Mirzapur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.062988,90.053012,1,1,0,1,0,0,1,0,0,0,0
130,10000134,Gazipur (sadar) Upazila Health Office,Upazila Level Office,Administration,"Other, not classified elsewhere",Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.005898,90.430223,1,1,0,0,0,0,0,0,0,0,0
131,10000135,Salna(kawaltia) Union Health Sub Center,Union Health Sub Center,Hospital/Clinic,Union,Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.999941,90.420273,1,1,0,1,0,0,1,0,0,0,0
132,10000136,Gazipur Civil Surgeon Office,District Level Office,Administrative,District,Not Applicable,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,23.99136,90.42407,1,1,0,0,0,0,0,0,0,0,0
133,10000137,Gazipur District Hospital,Other,Hospital/Clinic,District,Secondary,1,0,Dhaka,Gazipur,Gazipur City Corporation,Gazipur Sadar,30,33,33,30,24.0958171,90.4125180999999,1,1,1,1,100,0,0,0,0,0,0
134,10000138,Benupur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,26.4142149,88.002549,1,1,0,1,0,1,0,0,0,0,0
135,10000139,Chabagan Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,26.4142148,88.002588,1,1,0,1,0,1,0,0,0,0,0
136,10000140,Kaliakair Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,26.4142148,88.002548,1,1,0,1,0,1,1,0,0,0,0
137,10000141,Kaliakair Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,24.067436,90.211731,1,1,1,1,50,1,1,1,1,1,1
138,10000142,Shakershar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliakair,30,33,00,32,26.4142145,88.002548,1,1,0,1,0,1,1,1,0,0,0
139,10000143,Kaliganj Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.918306,90.564096,1,1,0,1,0,0,1,0,1,0,0
140,10000144,Kaliganj Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kaliganj,30,33,00,34,23.92386,90.570148,1,1,1,1,50,1,1,1,1,1,1
141,10000145,Kapasia Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.10731,90.56791,1,1,0,1,0,0,1,0,1,0,0
142,10000146,Kapasia Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,24.121496,90.568463,1,1,1,1,50,1,1,1,1,1,1
143,10000147,Toke Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Kapasia,30,33,00,36,,,0,1,0,1,0,0,0,0,0,0,0
144,10000148,Barmi Union Health Sub Center,Union Health Sub Center,,,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.24612,90.56281,1,1,0,1,0,0,1,0,1,0,0
145,10000149,Kaoraid Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.29131,90.53642,1,1,0,1,0,0,1,0,1,0,0
146,10000150,Mawna Union Health Sub Center,Union Health Sub Center,,,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.23412,90.36119,1,1,0,1,0,0,1,0,1,0,0
147,10000151,Sreepur Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.20028,90.47254,1,1,1,1,50,1,1,1,1,1,1
148,10000152,Rajendrapur(rajabari) Union Health Sub Center,Union Health Sub Center,,,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,24.12456,90.48431,1,1,0,1,0,0,1,0,1,0,0
149,10000153,Sreepur Union Health Sub Center,Union Health Sub Center,,,,1,0,Dhaka,Gazipur,Upazilas of Gazipur,Sreepur,30,33,00,86,,,0,1,0,1,0,0,1,0,1,0,0
150,10000154,Kajulia Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,0,1,0,0,0,0,0,0,0
151,10000155,Gopalganj (sadar) Upazila Health Office,Upazila Level Office,,Upazila,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,23.013,89.822,1,1,0,0,0,0,0,0,0,0,0
152,10000156,Paikkandi Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,0,1,0,0,0,0,0,0,0
153,10000157,Satpar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,0,1,0,0,0,0,0,0,0
154,10000158,Ulpur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,0,1,0,0,0,0,0,0,0
155,10000160,Gopalganj Civil Surgeon Office,District Level Office,Administrative,District,Not Applicable,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,23.0111,89.8185,1,1,0,0,0,0,0,0,0,0,0
156,10000161,Gopalganj Chest Disease Clinic,Chest Disease Clinic,Outpatient Clinic,District,Secondary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,0,1,0,0,1,0,1,1,0
157,10000162,Gopinathpur 10 bed Hospital (RHC),10-bed Hospital,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Gopalganj Sadar,30,35,00,32,,,0,1,1,1,10,0,0,0,0,0,0
158,10000163,Fukra Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
159,10000164,Ghonapara(ratail) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
160,10000165,Joynagar(moheshpur) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
161,10000166,Nizamkandi Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
162,10000167,Kashiani Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,23.236841171839348,89.71893032472035,1,1,1,1,100,1,1,1,1,1,1
163,10000168,Rahuthar(hatiara) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
164,10000169,Rajpat Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
165,10000170,Ramdia(bethuri) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
166,10000171,Sajail Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Not Applicable,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kashiani,30,35,00,43,,,0,1,0,1,0,0,0,0,0,0,0
167,10000172,Kushla Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,,,0,1,0,1,0,0,0,0,0,0,0
168,10000173,Kotalipara Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,23.0488497,90.0373201,1,1,1,1,100,1,1,0,1,1,1
169,10000174,Ramshil Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Kotalipara,30,35,00,51,,,0,1,0,1,0,0,0,0,0,0,0
170,10000175,Dignagar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
171,10000176,Gohala Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
172,10000177,Jalirpar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
173,10000178,Kalinagar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
174,10000179,Khanpura Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
175,10000180,Machna Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,,,0,1,0,1,0,0,0,0,0,0,0
176,10000181,Muksudpur Upazila Health Complex,Upazila Health Complex,Other/Not elsewhere classified,Upazila,Primary,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Muksudpur,30,35,00,58,23.3197792,89.8668809000001,1,1,0,0,100,1,1,1,1,1,1
177,10000182,Tungipara Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,22.8820217,89.9066313999999,1,1,1,1,100,1,1,1,1,1,1
178,10000183,Pakutia(dumaria) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,,,0,1,0,1,0,0,0,0,0,0,0
179,10000184,Patgati Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Gopalganj,Upazilas of Gopalganj,Tungipara,30,35,00,91,,,0,1,0,1,0,0,0,0,0,0,0
180,10000185,Ghashirpara Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,24.01,89.01,1,1,0,1,0,0,1,0,1,0,0
181,10000186,Marurchar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,24.01,89.01,1,1,0,1,0,0,1,0,1,0,0
182,10000187,Nilakhia Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,24.01,89.01,1,1,0,1,0,0,1,0,1,0,0
183,10000188,Bakshiganj Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Secondary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,25.177,89.87,1,1,1,1,50,1,1,1,1,1,1
184,10000189,Shadhurpara Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,24.01,89.01,1,1,0,1,0,0,1,0,1,0,0
185,10000190,Sharmara(bogarchar) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Bakshiganj,45,39,00,07,24.01,89.01,1,1,0,1,0,0,1,0,1,0,0
186,10000191,Dewanganj Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,25.16183,89.75852,1,1,1,1,50,1,1,1,1,1,1
187,10000192,Parramrampur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,,,0,1,0,1,0,0,0,0,0,0,0
188,10000193,Sanandabari Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Dewanganj,45,39,00,15,,,0,1,0,1,0,0,1,0,1,0,0
189,10000194,Chinaduli Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Islampur,45,39,00,29,,,0,1,0,1,0,0,0,0,0,0,0
190,10000195,Kulkandi Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Islampur,45,39,00,29,,,0,1,0,1,0,0,0,0,0,0,0
191,10000196,Islampur Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Islampur,45,39,00,29,25.0787,89.7993,1,1,1,1,50,1,1,1,1,1,1
192,10000197,Shyampur(chargoalini) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Islampur,45,39,00,29,,,0,1,0,1,0,0,0,0,0,0,0
193,10000198,Chandra Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.0431,89.0876,1,1,0,1,0,0,1,0,1,0,0
194,10000199,Digpait Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.0531,89.0976,1,1,0,1,0,0,1,0,1,0,0
195,10000200,Itail Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94387,89.9317,1,1,0,1,0,0,1,0,1,0,0
196,10000201,Kendua Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94222,89.93432,1,1,0,1,0,0,1,0,1,0,0
197,10000202,Mesta Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94232,89.93489,1,1,0,1,0,0,1,0,1,0,0
198,10000203,Nandina Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94287,89.93492,1,1,0,1,0,0,1,0,1,0,0
199,10000204,Narundi Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94255,89.9347,1,1,0,1,0,0,1,0,1,0,0
200,10000205,Jamalpur (sadar) Upazila Health Office,Upazila Level Office,Administrative,Upazila,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94205,89.93356,1,1,0,0,0,0,0,0,0,0,0
201,10000206,Shahbazpur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.942301,89.93477,1,1,0,1,0,0,1,0,1,0,0
202,10000207,Shailerkanda Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,,,0,1,0,1,0,0,1,0,1,0,0
203,10000208,Jamalpur 250 Beded General Hospital,District/General Hospital,Hospital/Clinic,District,Secondary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.9249785,89.9463408,1,1,1,1,250,1,1,1,1,1,1
204,10000209,Jamalpur Civil Surgeon Office,District Level Office,Administration,District,Tertiary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.94205,89.93312,1,1,0,0,0,0,0,0,0,0,0
205,10000210,Jamalpur Chest Disease Clinic,Chest Disease Clinic,Outpatient Clinic,District,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Jamalpur Sadar,45,39,00,36,24.941568,89.932855,1,1,0,1,0,0,1,0,1,1,0
206,10000211,Muslimabad Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,,Madarganj,45,39,,58,24.89181,89.74967,1,1,0,1,0,0,1,0,1,0,0
207,10000212,Madarganj Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Madarganj,45,39,00,58,24.89392,89.7173,1,1,1,1,100,1,1,1,1,1,1
208,10000213,Patadaha Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,,Madarganj,45,39,,58,24.82806,89.76167,1,1,0,1,0,0,1,0,1,0,0
209,10000214,Shidhuli Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,,Madarganj,45,39,,58,24.82555,89.71786,1,1,0,1,0,0,1,0,1,0,0
210,10000215,Teghoria Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Madarganj,45,39,00,58,24.95297,89.71786,1,1,0,1,0,0,1,0,1,0,0
211,10000216,Mahamudpur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,,Melandaha,45,39,,61,24.99523,89.74889,1,1,0,1,0,0,0,0,0,0,0
212,10000217,Mohiramkul (Charbani Pakuria) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Melandaha,45,39,00,61,24.92679,89.87141,1,1,0,1,0,0,0,0,0,0,0
213,10000218,Melandah Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Secondary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Melandaha,45,39,00,61,24.9278603,89.8317729,1,1,1,1,50,1,1,1,1,1,1
214,10000219,Bawshi(bhatara) Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Not Applicable,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Sarishabari,45,39,00,85,24.59546,89.81715,1,1,0,1,0,0,0,0,0,0,0
215,10000220,Sarishabari Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Sarishabari,45,39,00,85,24.7379446,89.8317729,1,1,1,1,50,1,1,1,1,1,1
216,10000221,Pingna Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,Not Applicable,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Sarishabari,45,39,00,85,24.59546,89.81715,1,1,0,1,0,0,1,0,1,0,0
217,10000222,Pogoldigha Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Mymensingh,Jamalpur,Upazilas of Jamalpur,Sarishabari,45,39,00,85,24.58907,89.81715,1,1,0,1,0,0,0,0,0,0,0
218,10000223,Austagram Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Austagram,30,48,00,02,24.273557,91.10439,1,1,1,1,50,1,1,1,1,1,1
219,10000224,Halimpur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48,00,06,,,0,1,0,1,0,0,0,0,0,0,0
220,10000225,Hilachia Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48,00,06,,,0,1,0,1,0,0,0,0,0,0,0
221,10000226,Humainpur Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48,00,06,,,0,1,0,1,0,0,0,0,0,0,0
222,10000227,Bajitpur Upazila Health Complex,Upazila Health Complex,Hospital/Clinic,Upazila,Primary,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48,00,06,24.213818,90.952199,1,1,1,1,50,1,1,1,1,1,1
223,10000228,Sararchar Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bajitpur,30,48,00,06,,,0,1,0,1,0,0,0,0,0,0,0
224,10000229,Bhairab Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48,00,11,24.32,90.54,1,1,0,1,0,0,1,0,0,0,0
225,10000230,Bhairab Upazila Health Complex,Upazila Health Complex,Administrative,Upazila,Primary,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48,00,11,24.06427,90.98669,1,1,0,0,50,1,1,1,1,1,1
226,10000231,Shimul Kandi Union Health Sub Center,Union Health Sub Center,Outpatient Clinic,Union,,1,0,Dhaka,Kishoreganj,Upazilas of Kishoreganj,Bhairab,30,48,00,11,23.98,90.54,1,1,0,1,0,0,1,0,1,0,0
